country,continent,opposition,opposition_continent,played,wins,draws,losses,gf,ga
liberia,africa,tunisia,africa,2,0,0,2,0,3
liberia,africa,uganda,africa,2,1,0,1,2,1
liberia,africa,zambia,africa,2,0,0,2,0,6
libya,africa,algeria,africa,3,0,2,1,0,1
libya,africa,angola,africa,2,0,1,1,2,4
libya,africa,benin,africa,2,1,0,1,4,2
libya,africa,burkina-faso,africa,2,1,0,1,3,2
libya,africa,cameroon,africa,6,1,1,4,2,7
libya,africa,congo-dr,africa,2,0,0,0,,
libya,africa,egypt,africa,2,1,0,1,3,5
libya,africa,ethiopia,africa,2,1,0,1,3,5
libya,africa,gabon,africa,2,1,0,1,1,1
libya,africa,gambia,africa,2,1,1,0,2,1
libya,africa,ghana,africa,4,2,1,1,3,3
libya,africa,ivory-coast,africa,3,0,1,2,0,3
libya,africa,lesotho,africa,2,2,0,0,5,0
libya,africa,mali,africa,2,1,0,1,4,3
libya,africa,morocco,africa,2,1,0,1,1,3
libya,africa,sudan,africa,4,2,2,0,5,0
libya,africa,togo,africa,4,1,2,1,6,6
libya,africa,zambia,africa,2,0,0,2,2,6
madagascar,africa,benin,africa,1,0,0,1,2,3
madagascar,africa,botswana,africa,2,1,1,0,1,0
madagascar,africa,congo,africa,2,1,0,1,1,2
madagascar,africa,congo-dr,africa,2,1,0,1,3,1
madagascar,africa,egypt,africa,2,1,0,1,1,1
madagascar,africa,gabon,africa,2,1,0,1,2,1
madagascar,africa,ivory-coast,africa,4,0,1,3,1,12
madagascar,africa,mozambique,africa,2,0,1,1,1,4
madagascar,africa,namibia,africa,2,2,0,0,4,0
madagascar,africa,tanzania,africa,1,0,1,0,0,0
madagascar,africa,tunisia,africa,2,0,0,2,0,3
madagascar,africa,zambia,africa,2,1,0,1,3,3
madagascar,africa,zimbabwe,africa,2,0,1,1,3,4
malawi,africa,botswana,africa,2,0,0,2,1,5
malawi,africa,burkina-faso,africa,4,0,1,3,3,7
malawi,africa,cameroon,africa,2,0,1,1,1,4
malawi,africa,congo-dr,africa,2,1,0,1,2,2
malawi,africa,djibouti,africa,2,2,0,0,11,1
malawi,africa,egypt,africa,4,1,1,2,2,4
malawi,africa,ethiopia,africa,1,0,1,0,0,0
malawi,africa,guinea,africa,6,1,3,2,6,8
malawi,africa,ivory-coast,africa,2,0,1,1,1,6
malawi,africa,kenya,africa,8,3,4,1,11,6
malawi,africa,liberia,africa,2,0,1,1,0,1
malawi,africa,mauritius,africa,2,2,0,0,5,0
malawi,africa,morocco,africa,4,0,2,2,2,7
malawi,africa,namibia,africa,1,1,0,0,1,0
malawi,africa,nigeria,africa,2,0,1,1,1,3
malawi,africa,south-africa,africa,4,0,0,4,1,8
malawi,africa,tunisia,africa,2,0,1,1,2,9
malawi,africa,uganda,africa,2,1,0,1,3,2
malawi,africa,zambia,africa,2,0,0,2,0,5
malawi,africa,zimbabwe,africa,2,0,0,2,0,3
mali,africa,algeria,africa,2,1,0,1,2,2
mali,africa,benin,africa,4,1,2,1,6,5
mali,africa,chad,africa,2,2,0,0,4,2
mali,africa,congo,africa,4,2,0,2,6,4
mali,africa,ghana,africa,2,0,1,1,2,4
mali,africa,guinea-bissau,africa,2,2,0,0,4,1
mali,africa,liberia,africa,2,1,0,1,4,2
mali,africa,libya,africa,2,1,0,1,3,4
mali,africa,senegal,africa,2,0,1,1,2,5
mali,africa,sudan,africa,4,2,1,1,7,4
mali,africa,togo,africa,2,0,0,2,1,3
mali,africa,zambia,africa,2,0,1,1,2,3
mauritania,africa,burkina-faso,africa,2,0,1,1,0,2
mauritania,africa,ethiopia,africa,2,0,0,2,1,7
mauritania,africa,morocco,africa,2,0,0,2,2,8
mauritania,africa,rwanda,africa,2,0,0,2,0,4
mauritania,africa,tunisia,africa,2,0,0,2,1,5
mauritania,africa,zimbabwe,africa,1,1,0,0,2,1
mauritius,africa,cameroon,africa,2,0,0,2,0,8
mauritius,africa,cape-verde-islands,africa,2,0,0,2,1,4
mauritius,africa,egypt,africa,2,1,0,1,4,4
mauritius,africa,kenya,africa,2,0,1,1,3,5
mauritius,africa,malawi,africa,2,0,0,2,0,5
mauritius,africa,tanzania,africa,2,0,1,1,2,5
mauritius,africa,uganda,africa,1,1,0,0,3,1
morocco,africa,algeria,africa,2,2,0,0,4,2
morocco,africa,belgium,europe,1,0,0,1,0,1
morocco,africa,benin,africa,2,2,0,0,6,0
morocco,africa,botswana,africa,2,2,0,0,2,0
morocco,africa,brazil,southamerica,1,0,0,1,0,3
morocco,africa,bulgaria,europe,1,0,1,0,1,1
morocco,africa,cameroon,africa,4,0,1,3,1,6
morocco,africa,egypt,africa,6,3,3,0,4,0
morocco,africa,england,europe,1,0,1,0,0,0
morocco,africa,ethiopia,africa,3,3,0,0,9,0
morocco,africa,gabon,africa,4,2,0,2,8,5
morocco,africa,gambia,africa,4,3,1,0,6,1
morocco,africa,ghana,africa,4,2,2,0,4,2
morocco,africa,guinea,africa,4,2,2,0,5,2
morocco,africa,ivory-coast,africa,4,1,3,0,8,5
morocco,africa,kenya,africa,2,1,1,0,5,1
morocco,africa,libya,africa,2,1,0,1,3,1
morocco,africa,malawi,africa,4,2,2,0,7,2
morocco,africa,mauritania,africa,2,2,0,0,8,2
morocco,africa,namibia,africa,2,1,1,0,3,0
morocco,africa,netherlands,europe,1,0,0,1,1,2
morocco,africa,nigeria,africa,2,1,0,1,2,3
morocco,africa,norway,europe,1,0,1,0,2,2
morocco,africa,peru,southamerica,1,0,0,1,0,3
morocco,africa,poland,europe,1,0,1,0,0,0
morocco,africa,portugal,europe,1,1,0,0,3,1
morocco,africa,rwanda,africa,2,1,0,1,3,3
morocco,africa,saudi-arabia,africa,1,0,0,1,1,2
morocco,africa,scotland,europe,1,1,0,0,3,0
morocco,africa,senegal,africa,11,6,3,2,11,5
morocco,africa,sierra-leone,africa,4,4,0,0,10,0
morocco,africa,spain,europe,2,0,0,2,2,4
morocco,africa,sudan,africa,2,1,1,0,3,0
morocco,africa,tanzania,africa,2,1,0,1,3,4
morocco,africa,togo,africa,2,0,2,0,1,1
morocco,africa,tunisia,africa,14,1,11,2,13,14
morocco,africa,zambia,africa,8,4,0,4,8,10
mozambique,africa,botswana,africa,2,1,0,1,2,2
mozambique,africa,egypt,africa,2,0,0,2,0,3
mozambique,africa,gabon,africa,2,0,1,1,2,4
mozambique,africa,guinea,africa,4,0,0,3,4,11
mozambique,africa,ivory-coast,africa,2,0,1,1,1,2
mozambique,africa,madagascar,africa,2,1,1,0,4,1
mozambique,africa,namibia,africa,2,0,1,1,1,3
mozambique,africa,nigeria,africa,2,0,1,1,0,1
mozambique,africa,senegal,africa,2,0,0,2,1,7
mozambique,africa,sudan,africa,2,1,0,1,2,2
mozambique,africa,tunisia,africa,2,1,0,1,1,2
namibia,africa,algeria,africa,2,0,0,2,0,5
namibia,africa,egypt,africa,4,0,1,3,6,19
namibia,africa,guinea,africa,2,0,0,2,1,6
namibia,africa,kenya,africa,5,2,0,3,3,4
namibia,africa,liberia,africa,2,1,1,0,2,1
namibia,africa,madagascar,africa,2,0,0,2,0,4
namibia,africa,morocco,africa,2,0,1,1,0,3
namibia,africa,mozambique,africa,2,1,1,0,3,1
namibia,africa,nigeria,africa,2,0,1,1,1,2
namibia,africa,rwanda,africa,1,0,1,0,1,1
namibia,africa,senegal,africa,2,0,0,2,0,9
namibia,africa,seychelles,africa,2,1,1,0,4,1
namibia,africa,tanzania,africa,1,0,0,1,0,2
namibia,africa,tunisia,africa,2,0,0,2,1,6
namibia,africa,zambia,africa,2,0,0,2,0,8
namibia,africa,zimbabwe,africa,2,1,0,1,4,4
niger,africa,algeria,africa,3,1,0,2,1,10
niger,africa,angola,africa,2,0,0,2,2,5
niger,africa,benin,africa,2,0,0,2,0,4
niger,africa,botswana,africa,2,2,0,0,3,1
niger,africa,burkina-faso,africa,2,0,0,2,0,5
niger,africa,congo,africa,2,0,1,1,2,3
niger,africa,ivory-coast,africa,2,0,1,1,0,1
niger,africa,sierra-leone,africa,2,1,0,1,3,6
niger,africa,somalia,africa,2,0,2,0,1,1
niger,africa,togo,africa,2,1,0,1,2,2
niger,africa,uganda,africa,2,1,0,1,3,2
nigeria,africa,algeria,africa,6,3,1,2,12,8
nigeria,africa,angola,africa,4,1,2,1,4,4
nigeria,africa,argentina,southamerica,4,0,0,4,3,7
nigeria,africa,bosnia-herzegovina,europe,1,1,0,0,1,0
nigeria,africa,bulgaria,europe,2,2,0,0,4,0
nigeria,africa,burkina-faso,africa,2,2,0,0,4,1
nigeria,africa,cameroon,africa,4,2,1,1,6,4
nigeria,africa,congo,africa,1,1,0,0,2,0
nigeria,africa,congo,africa,1,1,0,0,1,0
nigeria,africa,denmark,europe,1,0,0,1,1,4
nigeria,africa,egypt,africa,2,1,0,1,5,3
nigeria,africa,england,europe,1,0,1,0,0,0
nigeria,africa,equatorial-guinea,africa,2,2,0,0,3,0
nigeria,africa,eritrea,africa,2,1,1,0,4,0
nigeria,africa,ethiopia,africa,2,2,0,0,4,1
nigeria,africa,france,europe,1,0,0,0,,
nigeria,africa,gabon,africa,4,2,1,1,5,3
nigeria,africa,ghana,africa,8,2,4,2,11,11
nigeria,africa,greece,europe,2,1,0,1,3,2
nigeria,africa,guinea,africa,4,2,1,1,4,3
nigeria,africa,iran,asia,1,0,1,0,0,0
nigeria,africa,italy,europe,1,0,0,1,1,2
nigeria,africa,ivory-coast,africa,4,2,1,1,11,5
nigeria,africa,kenya,africa,8,6,2,0,18,5
nigeria,africa,korea-republic,asia,1,0,1,0,2,2
nigeria,africa,liberia,africa,4,3,0,1,7,2
nigeria,africa,malawi,africa,2,1,1,0,3,1
nigeria,africa,morocco,africa,2,1,0,1,3,2
nigeria,africa,mozambique,africa,2,1,1,0,1,0
nigeria,africa,namibia,africa,2,1,1,0,2,1
nigeria,africa,paraguay,southamerica,1,0,0,1,1,3
nigeria,africa,rwanda,africa,2,1,1,0,3,1
nigeria,africa,sierra-leone,africa,6,4,1,1,13,4
nigeria,africa,south-africa,africa,4,3,1,0,7,0
nigeria,africa,spain,europe,1,1,0,0,3,2
nigeria,africa,sudan,africa,4,2,2,0,12,5
nigeria,africa,sweden,europe,1,0,0,1,1,2
nigeria,africa,tanzania,africa,2,1,1,0,3,1
nigeria,africa,tunisia,africa,8,2,3,3,5,7
nigeria,africa,zimbabwe,africa,2,2,0,0,8,1
rwanda,africa,algeria,africa,6,0,2,4,2,10
rwanda,africa,angola,africa,2,0,0,2,0,2
rwanda,africa,ethiopia,africa,1,1,0,0,2,1
rwanda,africa,gabon,africa,2,1,0,1,3,4
rwanda,africa,ivory-coast,africa,2,0,1,1,2,4
rwanda,africa,mali,africa,2,0,1,1,2,3
rwanda,africa,mauritania,africa,2,2,0,0,4,0
rwanda,africa,morocco,africa,2,1,0,1,3,3
rwanda,africa,namibia,africa,1,0,1,0,1,1
rwanda,africa,nigeria,africa,2,0,1,1,1,3
rwanda,africa,tunisia,africa,2,0,0,2,1,5
rwanda,africa,zambia,africa,2,0,1,1,0,1
rwanda,africa,zimbabwe,africa,2,0,0,2,1,5
sao-tome-e-principe,africa,congo,africa,2,0,1,1,1,6
sao-tome-e-principe,africa,libya,africa,1,0,0,1,0,8
sao-tome-e-principe,africa,sierra-leone,africa,2,1,0,1,2,4
saudi-arabia,africa,australia,asia,2,0,0,2,3,7
saudi-arabia,africa,bahrain,asia,5,2,3,0,8,3
saudi-arabia,africa,bangladesh,asia,4,4,0,0,16,1
saudi-arabia,africa,belgium,europe,1,1,0,0,1,0
saudi-arabia,africa,cameroon,africa,1,0,0,1,0,1
saudi-arabia,africa,china-pr,asia,5,0,1,4,4,10
saudi-arabia,africa,denmark,europe,1,0,0,1,0,1
saudi-arabia,africa,france,europe,1,0,0,1,0,4
saudi-arabia,africa,germany,europe,1,0,0,1,0,8
saudi-arabia,africa,hong-kong,asia,2,2,0,0,8,0
saudi-arabia,africa,indonesia,asia,3,3,0,0,9,1
saudi-arabia,africa,iran,asia,9,3,3,3,11,15
saudi-arabia,africa,iraq,asia,4,3,1,0,5,2
saudi-arabia,africa,japan,asia,1,0,1,0,0,0
saudi-arabia,africa,korea-republic,asia,6,2,2,2,4,5
saudi-arabia,africa,kuwait,asia,7,3,1,3,8,6
saudi-arabia,africa,lebanon,asia,2,2,0,0,6,2
saudi-arabia,africa,malaysia,asia,4,2,2,0,7,1
saudi-arabia,africa,mongolia,asia,2,2,0,0,12,0
saudi-arabia,africa,morocco,africa,1,1,0,0,2,1
saudi-arabia,africa,netherlands,europe,1,0,0,1,1,2
saudi-arabia,africa,new-zealand,oceania,2,0,1,1,2,7
saudi-arabia,africa,oman,asia,2,0,2,0,0,0
saudi-arabia,africa,qatar,asia,4,3,1,0,4,1
saudi-arabia,africa,republic-of-ireland,europe,1,0,0,1,0,3
saudi-arabia,africa,singapore,asia,2,2,0,0,4,0
saudi-arabia,africa,south-africa,africa,1,0,1,0,2,2
saudi-arabia,africa,spain,europe,1,0,0,1,0,1
saudi-arabia,africa,sri-lanka,asia,2,1,1,0,1,0
saudi-arabia,africa,sweden,europe,1,0,0,1,1,3
saudi-arabia,africa,syria,asia,5,3,1,1,10,6
saudi-arabia,africa,thailand,asia,4,3,1,0,10,2
saudi-arabia,africa,tunisia,africa,1,0,1,0,2,2
saudi-arabia,africa,turkmenistan,asia,2,2,0,0,4,0
saudi-arabia,africa,ukraine,europe,1,0,0,1,0,4
saudi-arabia,africa,united-arab-emirates,asia,5,2,2,1,5,4
saudi-arabia,africa,uzbekistan,asia,4,2,1,1,8,4
saudi-arabia,africa,vietnam,asia,2,2,0,0,9,0
senegal,africa,algeria,africa,4,2,1,1,7,4
senegal,africa,angola,africa,4,1,2,1,3,3
senegal,africa,benin,africa,2,1,1,0,2,1
senegal,africa,congo,africa,2,1,1,0,2,0
senegal,africa,denmark,europe,1,0,1,0,1,1
senegal,africa,egypt,africa,2,0,1,1,0,1
senegal,africa,france,europe,1,1,0,0,1,0
senegal,africa,gabon,africa,2,1,0,1,3,3
senegal,africa,gambia,africa,2,0,2,0,1,1
senegal,africa,ivory-coast,africa,2,0,1,1,2,4
senegal,africa,liberia,africa,6,5,1,0,19,5
senegal,africa,mali,africa,2,1,1,0,5,2
senegal,africa,morocco,africa,11,2,3,6,5,11
senegal,africa,mozambique,africa,2,2,0,0,7,1
senegal,africa,namibia,africa,2,2,0,0,9,0
senegal,africa,sweden,europe,1,1,0,0,2,1
senegal,africa,togo,africa,7,0,4,3,7,11
senegal,africa,turkey,europe,1,0,0,1,0,1
senegal,africa,uganda,africa,2,1,1,0,2,1
senegal,africa,uruguay,southamerica,1,0,1,0,3,3
senegal,africa,zambia,africa,4,2,1,1,2,4
seychelles,africa,burkina-faso,africa,2,0,0,2,3,7
seychelles,africa,burundi,africa,2,0,0,2,1,3
seychelles,africa,kenya,africa,2,0,0,2,0,7
seychelles,africa,namibia,africa,2,0,1,1,1,4
seychelles,africa,tunisia,africa,2,0,0,2,0,7
seychelles,africa,zambia,africa,1,0,1,0,1,1
sierra-leone,africa,algeria,africa,2,0,1,1,3,5
sierra-leone,africa,burundi,africa,2,0,0,2,0,2
sierra-leone,africa,congo,africa,2,0,1,1,1,2
sierra-leone,africa,equatorial-guinea,africa,5,3,1,1,10,9
sierra-leone,africa,gabon,africa,2,1,1,0,1,0
sierra-leone,africa,ghana,africa,4,1,2,1,4,7
sierra-leone,africa,guinea-bissau,africa,2,1,1,0,1,0
sierra-leone,africa,ivory-coast,africa,2,0,0,2,0,3
sierra-leone,africa,liberia,africa,2,0,0,2,0,2
sierra-leone,africa,morocco,africa,4,0,0,4,0,10
sierra-leone,africa,niger,africa,2,1,0,1,6,3
sierra-leone,africa,nigeria,africa,6,1,1,4,4,13
sierra-leone,africa,south-africa,africa,2,1,1,0,1,0
sierra-leone,africa,sudan,africa,2,0,0,2,0,5
sierra-leone,africa,tunisia,africa,2,0,1,1,3,4
somalia,africa,cameroon,africa,2,0,0,2,0,6
somalia,africa,djibouti,africa,1,0,0,1,0,1
somalia,africa,ethiopia,africa,2,0,1,1,0,5
somalia,africa,ghana,africa,2,0,0,2,0,7
somalia,africa,niger,africa,2,0,2,0,1,1
south-africa,africa,botswana,africa,3,2,1,0,9,3
south-africa,africa,burkina-faso,africa,4,2,1,1,5,4
south-africa,africa,cape-verde-islands,africa,2,2,0,0,4,2
south-africa,africa,congo,africa,3,2,0,1,2,2
south-africa,africa,congo-dr,africa,2,0,1,1,2,3
south-africa,africa,congo,africa,1,1,0,0,1,0
south-africa,africa,denmark,europe,1,0,1,0,1,1
south-africa,africa,equatorial-guinea,africa,2,2,0,0,5,1
south-africa,africa,france,europe,2,1,0,1,2,4
south-africa,africa,ghana,africa,2,0,0,2,0,5
south-africa,africa,guinea,africa,2,0,2,0,0,0
south-africa,africa,lesotho,africa,2,2,0,0,3,0
south-africa,africa,malawi,africa,4,4,0,0,8,1
south-africa,africa,mexico,concacaf,1,0,1,0,1,1
south-africa,africa,nigeria,africa,4,0,1,3,0,7
south-africa,africa,paraguay,southamerica,1,0,1,0,2,2
south-africa,africa,saudi-arabia,africa,1,0,1,0,2,2
south-africa,africa,sierra-leone,africa,2,0,1,1,0,1
south-africa,africa,slovenia,europe,1,1,0,0,1,0
south-africa,africa,spain,europe,1,0,0,1,2,3
south-africa,africa,uganda,africa,2,2,0,0,3,1
south-africa,africa,uruguay,southamerica,1,0,0,1,0,3
south-africa,africa,zambia,africa,2,1,1,0,3,0
south-africa,africa,zimbabwe,africa,2,2,0,0,4,1
sudan,africa,algeria,africa,2,0,1,1,1,3
sudan,africa,angola,africa,2,0,1,1,1,2
sudan,africa,benin,africa,4,1,1,2,3,4
sudan,africa,cameroon,africa,2,0,1,1,2,3
sudan,africa,chad,africa,2,1,0,1,4,3
sudan,africa,congo,africa,2,1,0,1,2,1
sudan,africa,egypt,africa,2,0,0,2,1,9
sudan,africa,eritrea,africa,2,1,1,0,3,0
sudan,africa,ethiopia,africa,2,1,1,0,4,2
sudan,africa,ghana,africa,6,1,0,5,2,12
sudan,africa,ivory-coast,africa,2,0,0,2,1,8
sudan,africa,kenya,africa,2,1,0,1,1,2
sudan,africa,lesotho,africa,2,0,0,1,2,3
sudan,africa,liberia,africa,2,1,0,1,2,2
sudan,africa,libya,africa,4,0,2,2,0,5
sudan,africa,mali,africa,4,1,1,2,4,7
sudan,africa,morocco,africa,2,0,1,1,0,3
sudan,africa,mozambique,africa,2,1,0,1,2,2
sudan,africa,nigeria,africa,4,0,2,2,5,12
sudan,africa,sierra-leone,africa,2,2,0,0,5,0
sudan,africa,syria,asia,2,1,1,0,2,1
sudan,africa,tanzania,africa,2,0,2,0,1,1
sudan,africa,zambia,africa,6,3,1,2,11,10
swaziland,africa,angola,africa,2,0,0,2,1,8
swaziland,africa,cameroon,africa,2,0,1,1,0,5
swaziland,africa,cape-verde-islands,africa,1,0,0,1,0,3
swaziland,africa,congo-dr,africa,2,0,0,2,2,8
swaziland,africa,gabon,africa,2,0,0,2,0,3
swaziland,africa,togo,africa,2,1,0,1,2,7
swaziland,africa,zambia,africa,2,0,1,1,0,1
tanzania,africa,cameroon,africa,2,0,1,1,1,2
tanzania,africa,cape-verde-islands,africa,2,1,0,1,3,2
tanzania,africa,ethiopia,africa,3,0,2,1,1,4
tanzania,africa,ghana,africa,4,0,1,3,3,6
tanzania,africa,ivory-coast,africa,2,0,0,2,2,6
tanzania,africa,kenya,africa,3,1,0,2,6,6
tanzania,africa,madagascar,africa,1,0,1,0,0,0
tanzania,africa,mauritius,africa,2,1,1,0,5,2
tanzania,africa,namibia,africa,1,1,0,0,2,0
tanzania,africa,nigeria,africa,2,0,1,1,1,3
tanzania,africa,sudan,africa,2,0,2,0,1,1
tanzania,africa,zambia,africa,2,0,0,2,1,5
togo,africa,angola,africa,6,0,4,2,4,7
togo,africa,cameroon,africa,8,2,0,6,6,15
togo,africa,congo,africa,2,2,0,0,5,2
togo,africa,congo-dr,africa,2,1,0,1,2,3
togo,africa,egypt,africa,2,0,0,2,1,7
togo,africa,equatorial-guinea,africa,1,1,0,0,2,0
togo,africa,france,europe,1,0,0,1,0,2
togo,africa,gabon,africa,2,1,0,1,1,3
togo,africa,guinea,africa,2,0,0,2,1,4
togo,africa,guinea-bissau,africa,4,2,2,0,5,1
togo,africa,korea-republic,asia,1,0,0,1,1,2
togo,africa,liberia,africa,2,1,1,0,3,0
togo,africa,libya,africa,4,1,2,1,6,6
togo,africa,mali,africa,2,2,0,0,3,1
togo,africa,morocco,africa,2,0,2,0,1,1
togo,africa,niger,africa,2,1,0,1,2,2
togo,africa,senegal,africa,7,3,4,0,11,7
togo,africa,swaziland,africa,2,1,0,1,7,2
togo,africa,switzerland,europe,1,0,0,1,0,2
togo,africa,zambia,africa,6,3,0,3,8,7
togo,africa,zimbabwe,africa,4,1,0,3,3,7
tunisia,africa,algeria,africa,6,2,2,2,6,9
tunisia,africa,belgium,europe,1,0,1,0,1,1
tunisia,africa,benin,africa,4,4,0,0,16,1
tunisia,africa,botswana,africa,2,2,0,0,7,2
tunisia,africa,burkina-faso,africa,2,0,1,1,1,2
tunisia,africa,burundi,africa,2,2,0,0,3,1
tunisia,africa,cameroon,africa,4,0,1,3,1,7
tunisia,africa,cape-verde-islands,africa,3,2,0,1,5,3
tunisia,africa,colombia,southamerica,1,0,0,1,0,1
tunisia,africa,congo,africa,2,2,0,0,8,1
tunisia,africa,congo-dr,africa,2,2,0,0,9,0
tunisia,africa,egypt,africa,6,3,1,2,10,6
tunisia,africa,england,europe,1,0,0,1,0,2
tunisia,africa,ethiopia,africa,2,1,1,0,3,0
tunisia,africa,guinea,africa,8,4,0,4,13,8
tunisia,africa,ivory-coast,africa,3,0,2,1,4,5
tunisia,africa,japan,asia,1,0,0,1,0,2
tunisia,africa,kenya,africa,4,4,0,0,6,1
tunisia,africa,liberia,africa,2,2,0,0,3,0
tunisia,africa,madagascar,africa,2,2,0,0,3,0
tunisia,africa,malawi,africa,2,1,1,0,9,2
tunisia,africa,mauritania,africa,2,2,0,0,5,1
tunisia,africa,mexico,concacaf,1,1,0,0,3,1
tunisia,africa,morocco,africa,14,2,11,1,14,13
tunisia,africa,namibia,africa,2,2,0,0,6,1
tunisia,africa,nigeria,africa,8,3,3,2,7,5
tunisia,africa,poland,europe,1,0,0,1,0,1
tunisia,africa,romania,europe,1,0,1,0,1,1
tunisia,africa,russia,europe,1,0,0,1,0,2
tunisia,africa,rwanda,africa,2,2,0,0,5,1
tunisia,africa,saudi-arabia,africa,1,0,1,0,2,2
tunisia,africa,seychelles,africa,2,2,0,0,7,0
tunisia,africa,spain,europe,1,0,0,1,1,3
tunisia,africa,ukraine,europe,1,0,0,1,0,1
tunisia,africa,zambia,africa,2,1,0,1,1,1
uganda,africa,angola,africa,6,2,2,2,7,8
uganda,africa,benin,africa,2,1,0,1,3,5
uganda,africa,burkina-faso,africa,2,0,1,1,2,4
uganda,africa,cape-verde-islands,africa,2,1,0,1,1,1
uganda,africa,congo-dr,africa,2,1,0,1,1,4
uganda,africa,ghana,africa,2,0,1,1,1,3
uganda,africa,guinea,africa,2,0,1,1,4,7
uganda,africa,malawi,africa,2,1,0,1,2,3
uganda,africa,mauritius,africa,1,0,0,1,1,3
uganda,africa,niger,africa,2,1,0,1,2,3
uganda,africa,senegal,africa,2,0,1,1,1,2
uganda,africa,south-africa,africa,2,0,0,2,1,3
uganda,africa,zambia,africa,4,2,0,2,4,7
zambia,africa,algeria,africa,4,0,0,4,0,6
zambia,africa,angola,africa,2,0,1,1,2,3
zambia,africa,botswana,africa,2,2,0,0,2,0
zambia,africa,cameroon,africa,4,1,2,1,7,5
zambia,africa,congo,africa,4,3,0,1,8,3
zambia,africa,egypt,africa,4,0,2,2,1,4
zambia,africa,ethiopia,africa,4,2,2,0,8,2
zambia,africa,ghana,africa,2,1,0,1,2,2
zambia,africa,kenya,africa,2,1,1,0,4,2
zambia,africa,lesotho,africa,4,2,2,0,11,2
zambia,africa,liberia,africa,2,2,0,0,6,0
zambia,africa,libya,africa,2,2,0,0,6,2
zambia,africa,madagascar,africa,2,1,0,1,3,3
zambia,africa,malawi,africa,2,2,0,0,5,0
zambia,africa,mali,africa,2,1,1,0,3,2
zambia,africa,morocco,africa,8,4,0,4,10,8
zambia,africa,namibia,africa,2,2,0,0,8,0
zambia,africa,senegal,africa,4,1,1,2,4,2
zambia,africa,seychelles,africa,1,0,1,0,1,1
zambia,africa,south-africa,africa,2,0,1,1,0,3
zambia,africa,sudan,africa,6,2,1,3,10,11
zambia,africa,swaziland,africa,2,1,1,0,1,0
zambia,africa,tanzania,africa,2,2,0,0,5,1
zambia,africa,togo,africa,6,3,0,3,7,8
zambia,africa,tunisia,africa,2,1,0,1,1,1
zambia,africa,uganda,africa,4,2,0,2,7,4
zimbabwe,africa,algeria,africa,4,0,2,2,4,8
zimbabwe,africa,angola,africa,7,2,3,2,6,5
zimbabwe,africa,burkina-faso,africa,2,2,0,0,3,1
zimbabwe,africa,cameroon,africa,6,2,0,4,4,8
zimbabwe,africa,central-african-republic,africa,2,2,0,0,4,1
zimbabwe,africa,egypt,africa,7,1,2,4,7,11
zimbabwe,africa,gabon,africa,2,1,1,0,2,1
zimbabwe,africa,guinea,africa,8,1,3,4,1,8
zimbabwe,africa,ivory-coast,africa,2,0,1,1,0,5
zimbabwe,africa,kenya,africa,2,0,1,1,0,2
zimbabwe,africa,madagascar,africa,2,1,1,0,4,3
zimbabwe,africa,malawi,africa,2,2,0,0,3,0
zimbabwe,africa,mauritania,africa,1,0,0,1,1,2
zimbabwe,africa,mozambique,africa,2,0,1,0,1,1
zimbabwe,africa,namibia,africa,2,1,0,1,4,4
zimbabwe,africa,nigeria,africa,2,0,0,2,1,8
zimbabwe,africa,rwanda,africa,2,2,0,0,5,1
zimbabwe,africa,south-africa,africa,2,0,0,2,1,4
zimbabwe,africa,togo,africa,4,3,0,1,7,3
anguilla,concacaf,bahamas,concacaf,2,0,0,2,2,5
anguilla,concacaf,dominican-republic,concacaf,4,0,1,3,0,12
anguilla,concacaf,el-salvador,concacaf,2,0,0,2,0,16
antigua-and-barbuda,concacaf,aruba,concacaf,2,2,0,0,4,0
antigua-and-barbuda,concacaf,bermuda,concacaf,4,0,2,2,2,6
antigua-and-barbuda,concacaf,cuba,concacaf,2,0,0,2,3,8
antigua-and-barbuda,concacaf,curacao,concacaf,2,2,0,0,8,2
antigua-and-barbuda,concacaf,dominica,concacaf,2,0,1,1,4,6
antigua-and-barbuda,concacaf,guatemala,concacaf,4,0,0,4,2,13
antigua-and-barbuda,concacaf,guyana,concacaf,2,0,2,0,0,0
antigua-and-barbuda,concacaf,haiti,concacaf,4,2,0,2,4,7
antigua-and-barbuda,concacaf,jamaica,concacaf,2,0,0,1,1,4
antigua-and-barbuda,concacaf,suriname,concacaf,2,0,0,2,1,9
antigua-and-barbuda,concacaf,trinidad-and-tobago,concacaf,3,0,0,3,3,15
antigua-and-barbuda,concacaf,us-virgin-islands,concacaf,2,2,0,0,18,1
antigua-and-barbuda,concacaf,usa,concacaf,2,0,0,2,2,5
aruba,concacaf,antigua-and-barbuda,concacaf,2,0,0,2,0,4
aruba,concacaf,barbados,concacaf,2,0,0,2,1,7
aruba,concacaf,dominican-republic,concacaf,2,0,0,2,3,6
aruba,concacaf,puerto-rico,concacaf,2,1,1,0,6,4
aruba,concacaf,suriname,concacaf,2,0,0,2,2,10
bahamas,concacaf,anguilla,concacaf,2,2,0,0,5,2
bahamas,concacaf,british-virgin-islands,concacaf,2,0,2,0,3,3
bahamas,concacaf,dominica,concacaf,2,0,1,1,2,4
bahamas,concacaf,haiti,concacaf,2,0,0,2,0,13
bahamas,concacaf,jamaica,concacaf,2,0,0,2,0,13
